Dependents,tenure,InternetService,Contract,PaperlessBilling,MonthlyCharges,TotalCharges,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,DeviceProtection_No internet service,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingMovies_No internet service,Churn
3519-ZKXGG,0,3,2,0,1,75.85,227.54999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5457-COLHT,1,69,1,1,0,80.65,5564.85,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
6416-TVAIH,1,1,2,0,1,68.5,68.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5451-YHYPW,0,72,2,1,1,115.75,8334.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
5108-ADXWO,0,11,2,0,1,73.5,808.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
7998-WNZEM,0,71,1,1,0,80.6,5722.599999999999,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
3066-RRJIO,0,1,2,0,1,69.95,69.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4664-NJCMS,0,33,1,1,0,59.55,1965.1499999999999,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0307-BCOPK,0,16,0,2,0,19.05,304.8,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
7629-WFGLW,0,56,2,2,0,95.65,5356.400000000001,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
2542-HYGIQ,0,1,0,0,0,19.95,19.95,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
6715-OFDBP,0,5,1,0,1,70.05,350.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5016-LIPDW,1,57,0,2,0,19.4,1105.8,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
6481-LXPWL,1,56,1,2,1,36.1,2021.6000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1567-DSCIC,0,8,2,0,1,94.0,752.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2150-UWTFY,1,22,1,0,0,61.15,1345.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
6124-ACRHJ,0,1,0,0,0,19.75,19.75,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
9362-MWODR,1,40,1,0,1,64.1,2564.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
9975-GPKZU,1,46,0,1,0,19.75,908.5,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
9625-RZFUK,1,63,0,1,0,19.7,1241.1,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
5153-LXKDT,1,68,2,1,1,110.2,7493.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5161-UBZXI,1,69,2,1,1,106.35,7338.15,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
1020-JPQOW,0,56,2,0,0,90.55,5070.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
7919-ZODZZ,1,10,1,2,1,65.9,659.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0565-JUPYD,0,63,2,2,0,104.5,6583.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
6867-ACCZI,1,24,1,1,1,52.5,1260.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
5939-XAIXZ,0,19,1,0,1,56.1,1065.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
9054-FOWNV,1,22,2,0,1,88.75,1952.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2683-BPJSO,0,29,2,0,1,84.45,2449.05,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2157-MXBJS,0,13,1,2,1,75.3,978.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8207-VVMYB,0,70,0,1,1,26.0,1820.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
9732-EQMWY,0,49,2,0,0,99.4,4870.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
9360-AHGNL,0,43,2,2,1,109.55,4710.65,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
1087-UDSIH,0,3,0,0,1,19.6,58.800000000000004,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1
5269-NRGDP,1,42,1,2,0,73.15,3072.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
6195-MELTI,0,57,1,2,1,54.65,3115.0499999999997,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
5485-WUYWF,0,2,1,0,0,66.4,132.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2121-JAFOM,0,72,2,1,1,115.55,8319.6,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
8818-DOPVL,0,46,2,0,1,104.45,4804.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2632-UCGVD,0,66,2,0,1,100.05,6603.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
5445-PZWGX,0,62,2,2,0,102.0,6324.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
1227-UDMZR,0,72,1,1,1,91.15,6562.8,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
5198-HQAEN,1,35,2,2,1,89.7,3139.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
9170-CCKOU,0,17,2,0,0,90.2,1533.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2167-FQSTQ,0,72,1,1,1,92.4,6652.8,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
2819-GWENI,1,28,0,2,0,19.9,557.1999999999999,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
1043-YCUTE,0,56,0,1,1,25.15,1408.3999999999999,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1
3814-MLAXC,0,31,2,0,1,79.85,2475.35,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
3572-UUHRS,0,45,0,2,0,18.85,848.2500000000001,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
2692-PFYTJ,0,1,0,0,1,25.75,25.75,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
1226-UDFZR,0,2,1,0,1,49.6,99.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5955-EPOAZ,0,6,0,0,1,20.95,125.69999999999999,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
6821-JPCDC,0,48,2,2,1,97.05,4658.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8815-LMFLX,1,25,0,0,1,25.4,635.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
9135-HSWOC,1,64,0,1,1,19.7,1260.8,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
8582-KRHPJ,0,50,1,0,1,35.0,1750.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5811-IWXYM,1,52,2,2,0,101.25,5265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7044-YAACC,0,4,2,0,1,70.2,280.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8189-XRIKE,0,32,2,0,0,90.95,2910.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1506-YJTYT,1,45,1,1,0,73.85,3323.2499999999995,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
4123-DVHPH,0,9,2,0,1,88.05,792.4499999999999,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6425-YQLLO,0,66,2,2,1,105.95,6992.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
5442-UTCVD,1,3,2,0,0,91.85,275.54999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2228-BZDEE,0,54,0,1,0,20.1,1085.4,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
7734-DBOAI,1,1,1,0,0,40.1,40.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
2789-CZANW,1,64,2,1,0,110.3,7059.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
2091-RFFBA,0,31,2,0,1,73.9,2290.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2114-MGINA,0,14,2,0,1,89.8,1257.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
7596-LDUXP,0,12,2,2,1,85.15,1021.8000000000001,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3740-RLMVT,0,67,1,2,1,60.95,4083.65,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
4489-SNOJF,1,35,1,0,0,72.25,2528.75,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
2192-OZITF,0,45,1,1,0,73.55,3309.75,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
5651-CPDND,0,10,1,0,0,46.0,460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2186-QZEYA,0,29,1,0,1,58.55,1697.9499999999998,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1131-ALZWV,0,24,0,2,0,24.6,590.4000000000001,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
7729-XBTWX,1,66,0,1,1,19.75,1303.5,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
9134-WYRVP,0,51,2,2,0,86.35,4403.849999999999,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3284-SVCRO,0,45,0,1,0,25.5,1147.5,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
9732-OUYRN,0,49,0,2,0,19.0,931.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
0559-CKHUS,0,29,0,1,1,19.55,566.95,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
2931-SVLTV,1,40,2,0,1,110.1,4404.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
6899-PPEEA,0,37,2,0,1,96.55,3572.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
7504-UWHNB,0,25,2,0,0,69.75,1743.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2582-FFFZR,0,22,1,0,1,50.6,1113.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8908-NMQTX,0,72,1,1,1,65.6,4723.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
2187-LZGPL,0,7,1,0,1,40.1,280.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1431-AIDJQ,1,33,1,1,0,82.1,2709.2999999999997,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
6288-LBEAR,0,23,2,0,1,79.1,1819.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
4597-NUCQV,0,24,2,0,1,101.25,2430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
9019-QVLZD,0,1,2,0,0,79.55,79.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8413-YNHNV,0,69,1,1,0,90.65,6254.85,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
5808-TOTXO,1,3,0,2,1,20.55,61.650000000000006,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
4369-NYSCF,0,56,1,2,1,75.75,4242.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
6333-YDVLT,0,65,2,2,1,110.0,7150.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
5324-KTGCG,0,71,0,2,0,20.85,1480.3500000000001,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
5599-HVLTW,0,14,2,0,1,80.35,1124.8999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7394-LWLYN,0,2,2,0,1,70.15,140.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3707-LRWZD,0,32,2,2,0,84.05,2689.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
6873-UDNLD,0,40,1,0,0,67.45,2698.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2700-LUEVA,0,1,0,0,0,20.75,20.75,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
1455-ESIQH,0,1,2,0,1,89.1,89.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0958-YHXGP,0,7,2,0,1,69.9,489.30000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1101-SSWAG,0,15,1,0,1,51.1,766.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2979-SXESE,1,17,2,0,0,94.4,1604.8000000000002,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4013-TLDHQ,0,19,2,0,1,78.25,1486.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5743-KHMNA,0,71,0,1,0,25.55,1814.05,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
4194-FJARJ,1,54,1,1,0,60.0,3240.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
5325-UWTWJ,0,31,2,0,1,90.55,2807.0499999999997,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
3969-GYXEL,0,11,2,0,0,76.4,840.4000000000001,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
9208-OLGAQ,0,18,2,0,1,84.95,1529.1000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3244-CQPHU,0,72,2,1,1,110.1,7927.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
2674-MLXMN,0,71,2,0,1,99.65,7075.150000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
9708-HPXWZ,0,5,1,0,0,45.4,227.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
6992-TKNYO,0,38,1,2,0,69.0,2622.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
4468-YDOVK,1,5,1,0,1,48.65,243.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
3754-DXMRT,0,2,1,0,1,44.15,88.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5792-JALQC,0,52,1,1,0,59.85,3112.2000000000003,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7130-VTEWQ,0,8,2,0,1,75.75,606.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2200-DSAAL,0,68,1,1,1,80.65,5484.200000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4302-ZYFEL,1,69,0,2,1,20.55,1417.95,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
9351-LZYGF,0,42,1,0,1,66.4,2788.8,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
4366-CTOUZ,0,50,2,1,1,100.2,5010.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
6121-VZNQB,0,1,0,0,1,19.1,19.1,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1
7903-CMPEY,0,1,2,0,1,80.3,80.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1518-OMDIK,0,33,1,0,1,44.55,1470.1499999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6671-NGWON,0,7,0,0,0,20.35,142.45000000000002,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
0595-ITUDF,1,64,2,0,1,91.8,5875.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6996-KNSML,0,1,2,0,1,74.9,74.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1955-IBMMB,0,59,0,1,1,20.2,1191.8,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
0096-BXERS,0,6,1,0,0,50.35,302.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3806-YAZOV,0,3,0,0,0,18.8,56.400000000000006,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
7998-ZLXWN,0,15,0,0,0,20.45,306.75,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
6253-WRFHY,1,13,1,2,1,64.75,841.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
9133-AYJZG,0,23,2,0,1,98.7,2270.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2675-OTVVJ,0,31,2,0,0,89.45,2772.9500000000003,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8680-CGLTP,0,29,1,2,1,58.75,1703.75,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
8430-TWCBX,0,49,0,2,0,20.7,1014.3,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
5018-GWURO,0,56,2,0,1,85.6,4793.599999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6741-QRLUP,0,63,1,1,1,80.3,5058.9,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
4737-HOBAX,0,63,1,1,0,79.8,5027.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0537-QYZZN,1,24,2,0,1,79.85,1916.3999999999999,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3340-QBBFM,0,36,1,2,0,54.1,1947.6000000000001,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
1704-NRWYE,0,9,2,0,1,80.85,727.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2592-SEIFQ,0,3,1,0,0,24.75,74.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8200-KLNYW,0,21,1,2,0,80.9,1698.9,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
3372-CDXFJ,1,13,0,2,0,24.5,318.5,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
4781-ZXYGU,1,1,0,0,1,20.15,20.15,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
7632-YUTXB,1,25,0,2,0,20.05,501.25,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
2718-YSKCS,1,71,0,1,1,19.6,1391.6000000000001,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
9896-UYMIE,0,66,2,2,1,114.3,7543.8,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0853-NWIFK,0,45,2,2,1,100.3,4513.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8212-CRQXP,0,22,2,0,1,80.0,1760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6980-CDGFC,0,67,0,2,1,20.85,1396.95,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
7691-XVTZH,0,68,2,1,1,89.95,6116.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2520-SGTTA,1,0,0,1,0,20.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
7481-ATQQS,0,49,2,0,1,90.85,4451.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2277-VWCNI,0,4,1,0,0,48.75,195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1088-CNNKB,0,63,1,2,0,80.0,5040.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
8642-GVWRF,0,2,2,0,0,79.7,159.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1930-BZLHI,0,21,0,2,1,20.35,427.35,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
3400-ESFUW,1,55,1,1,0,57.55,3165.25,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
5868-YTYKS,1,1,0,0,1,20.25,20.25,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
3525-DVKFN,0,17,0,1,0,19.4,329.79999999999995,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
1482-OXZSY,0,30,2,0,1,100.4,3012.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0377-JBKKT,1,22,1,0,1,57.95,1274.9,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
5778-BVOFB,0,9,1,0,1,59.5,535.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
3373-YZZYM,1,1,0,0,0,19.2,19.2,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
2057-ZBLPD,0,21,2,0,1,86.5,1816.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0228-MAUWC,0,19,1,0,0,59.55,1131.45,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
5502-RLUYV,1,69,2,0,1,103.95,7172.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0023-HGHWL,0,1,1,0,1,25.1,25.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
7663-YJHSN,0,72,2,1,1,103.95,7484.400000000001,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
4915-BFSXL,1,70,1,1,0,68.95,4826.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3086-RUCRN,0,66,2,0,1,103.1,6804.599999999999,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
5215-LNLDJ,1,7,1,0,1,24.7,172.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7576-JMYWV,1,46,2,0,1,110.2,5069.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
9039-RBEEE,0,39,1,0,1,48.95,1909.0500000000002,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
0257-KXZGU,1,32,1,0,0,62.45,1998.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1307-ATKGB,0,24,2,0,1,89.55,2149.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8417-FMLZI,1,6,2,0,1,83.55,501.29999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3714-XPXBW,0,37,1,0,1,78.9,2919.3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
1850-AKQEP,1,8,0,0,0,20.35,162.8,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
2824-DXNKN,1,72,1,1,1,71.45,5144.400000000001,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5227-JSCFE,0,71,1,1,0,46.35,3290.85,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0848-ZGQIJ,0,16,2,0,1,94.65,1514.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3621-CHYVB,0,57,1,0,1,49.9,2844.2999999999997,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
8042-RNLKO,0,66,0,2,0,25.45,1679.7,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
1792-UXAFY,0,17,2,0,1,89.15,1515.5500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5372-FBKBN,1,21,0,0,0,20.75,435.75,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
0420-TXVSG,0,66,1,1,1,66.1,4362.599999999999,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6217-TOWGS,0,17,1,0,1,75.4,1281.8000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0515-YPMCW,1,1,2,0,1,70.45,70.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0378-XSZPU,0,58,1,2,0,60.3,3497.3999999999996,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1045-LTCYT,1,8,0,0,0,21.05,168.4,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
1544-JJMYL,0,27,1,2,0,69.35,1872.4499999999998,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
4636-JGAAI,0,34,2,0,0,88.85,3020.8999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6874-SGLHU,0,30,2,2,1,97.0,2910.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5951-AOFIH,0,33,1,0,1,66.4,2191.2000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4729-XKASR,1,1,1,0,0,24.75,24.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3059-NGMXB,1,14,1,0,0,69.2,968.8000000000001,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8652-YHIYU,1,16,2,2,1,79.5,1272.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
5278-PNYOX,0,49,2,1,0,100.65,4931.85,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
5449-FIBXJ,1,19,2,0,0,103.3,1962.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
3486-HOOGQ,1,70,1,1,0,79.7,5579.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
5061-PBXFW,1,32,1,0,0,61.4,1964.8,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
8630-FJLIB,0,18,2,0,1,69.8,1256.3999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3891-NLXJB,0,37,1,1,1,40.55,1500.35,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
4749-OJKQU,0,4,2,0,1,75.65,302.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0577-WHMEV,0,16,2,0,0,90.7,1451.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5453-AXEPF,0,17,2,0,1,80.5,1368.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3639-XJHKQ,1,19,1,0,1,60.6,1151.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3716-LRGXK,0,60,2,1,0,101.15,6069.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2263-SFSQZ,1,51,0,1,1,24.95,1272.45,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
9950-MTGYX,1,28,0,1,1,20.3,568.4,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
3397-AVTKU,0,43,1,1,1,60.0,2580.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4825-FUREZ,0,42,0,1,0,20.25,850.5,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0
9837-BMCLM,0,3,2,0,1,78.5,235.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2672-OJQZP,0,1,1,0,0,44.75,44.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0137-UDEUO,0,3,0,0,0,19.85,59.550000000000004,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1
3134-DSHVC,0,63,2,1,0,98.0,6174.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6161-UUUTA,0,3,2,0,1,79.9,239.70000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
