SeniorCitizen,Partner,Dependents,tenure,InternetService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes
4608-LCIMN,0,1,1,8,1,0,0,2,44.65,357.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1485-YDHMM,0,1,1,52,2,0,1,2,93.25,4849.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4054-CUMIA,0,1,1,18,0,0,1,0,20.25,364.5,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0603-TPMIB,0,1,1,59,0,1,0,0,25.45,1501.55,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2525-GVKQU,0,0,0,60,0,1,0,0,20.6,1236.0,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
8161-QYMTT,0,0,0,7,2,0,1,1,94.1,658.6999999999999,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
9581-GVBXT,0,1,1,59,1,2,0,0,34.8,2053.2,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5862-BRIXZ,0,0,0,46,1,1,1,2,60.75,2794.5,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
5404-GGUKR,0,0,0,5,1,0,1,1,51.35,256.75,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3308-JSGML,1,1,0,59,1,1,1,3,64.05,3778.95,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
2126-GSEGL,0,1,0,70,1,1,1,2,84.8,5936.0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
3677-TNKIO,0,0,0,14,2,0,1,3,71.0,994.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0440-QEXBZ,0,0,0,44,1,0,1,0,50.15,2206.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2434-EEVDB,0,1,0,64,2,1,1,3,94.6,6054.4,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
6762-QVYJO,0,1,1,58,1,1,0,0,59.75,3465.5,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
6199-IWKGC,1,1,0,46,2,2,0,1,100.25,4611.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
2675-DHUTR,1,1,0,58,2,0,1,1,98.9,5736.200000000001,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
8152-VETUR,0,1,0,72,2,1,1,3,97.7,7034.400000000001,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
9667-EQRXU,1,0,0,30,1,0,1,1,40.3,1209.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
7446-YPODE,1,0,0,11,1,0,0,2,60.25,662.75,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9522-BNTHX,1,0,0,34,1,0,1,1,56.25,1912.5,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
4676-WLUHT,0,0,0,54,1,1,0,2,46.2,2494.8,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3329-WDIOK,0,0,0,3,1,0,1,1,50.6,151.8,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
7980-MHFLQ,0,1,1,72,0,1,0,0,24.9,1792.8,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2873-ZLIWT,0,1,1,40,2,0,1,1,84.85,3394.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3415-TAILE,0,1,1,2,1,0,0,0,65.7,131.4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0757-WCUUZ,0,1,1,54,1,1,0,3,63.35,3420.9,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1629-DQQVB,0,0,0,14,1,0,0,2,50.1,701.4,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1915-IOFGU,0,0,0,1,2,0,0,1,70.5,70.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3045-XETSH,0,0,0,10,2,0,1,1,94.85,948.5,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0374-AACSZ,0,0,0,1,1,0,0,1,50.15,50.15,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7239-HZZCX,0,0,0,1,0,0,0,0,19.75,19.75,1,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
4872-VXRIL,0,0,0,56,1,2,1,2,64.65,3620.4000000000005,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9140-CZQZZ,0,1,0,68,1,1,1,2,79.6,5412.799999999999,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
3423-HHXAO,0,1,1,14,0,2,1,0,19.5,273.0,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
9938-TKDGL,0,1,1,68,2,1,1,1,99.55,6769.4,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
0531-ZZJWQ,1,1,0,55,2,0,1,1,74.0,4070.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6537-QLGEX,0,0,0,16,1,0,1,1,38.9,622.4,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2688-BHGOG,1,0,0,9,2,0,1,1,79.55,715.9499999999999,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7683-CBDKJ,0,1,1,14,1,0,1,1,65.45,916.3000000000001,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0946-CLJTI,1,1,0,58,2,0,1,1,98.7,5724.6,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
3160-TYXLT,0,0,0,53,1,0,1,2,46.3,2453.8999999999996,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1325-USMEC,0,1,0,70,2,1,1,3,99.35,6954.5,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0916-QOFDP,1,1,1,14,2,0,1,1,95.8,1341.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0628-CNQRM,0,1,1,22,1,2,1,2,67.5,1485.0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
5606-AMZBO,0,1,0,10,2,0,1,3,78.15,781.5,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6199-IPCAO,0,1,1,29,0,1,0,0,26.1,756.9000000000001,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
7665-TOALD,0,0,0,1,2,0,1,1,69.6,69.6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0112-QWPNC,0,1,0,49,1,2,0,1,84.35,4133.15,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
0324-BRPCJ,1,1,0,68,2,0,1,1,100.2,6813.6,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2777-PHDEI,0,0,0,1,2,0,0,1,78.05,78.05,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5640-CAXOA,0,0,0,30,1,2,1,3,40.35,1210.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
2235-EZAIK,0,1,0,72,1,1,0,3,79.2,5702.400000000001,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
3847-BAERP,0,0,0,10,0,0,1,0,20.9,209.0,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1196-AMORA,0,0,0,7,2,0,0,1,73.6,515.1999999999999,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4282-YMKNA,0,0,0,9,2,0,1,1,74.75,672.75,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1453-RZFON,0,0,1,1,1,0,0,0,49.9,49.9,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8263-OKETD,0,0,0,20,1,0,1,3,68.9,1378.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0670-KDOMA,0,0,0,1,0,0,1,0,20.25,20.25,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2476-YGEFM,0,0,0,29,2,0,1,3,76.0,2204.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8687-BAFGU,0,0,0,1,2,0,0,1,74.0,74.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0641-EVBOJ,0,0,0,3,2,0,1,0,82.3,246.89999999999998,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0829-XXPLX,0,0,0,20,2,0,1,2,89.4,1788.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
9974-JFBHQ,0,0,1,64,2,0,1,3,99.15,6345.6,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
5356-RHIPP,0,0,0,1,0,0,1,0,20.2,20.2,1,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
6624-JDRDS,0,0,0,6,1,0,0,2,29.45,176.7,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0608-JDVEC,0,1,0,50,0,1,0,1,19.8,990.0,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
9780-FKVVF,0,0,0,6,1,0,1,2,59.15,354.9,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1919-RTPQD,0,1,1,7,1,0,0,1,44.75,313.25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5214-NLTIT,0,1,1,72,2,1,1,3,90.8,6537.599999999999,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3345-PBBFH,0,1,0,8,1,0,1,2,49.55,396.4,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5055-BRMNE,0,1,1,67,2,1,0,3,106.7,7148.900000000001,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
9189-JWSHV,1,1,0,24,2,0,1,1,93.55,2245.2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2190-PHBHR,0,1,0,72,2,1,1,3,94.45,6800.400000000001,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2650-GYRYL,0,1,1,33,0,2,1,2,19.45,641.85,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0746-JTRFU,0,0,0,2,1,0,1,1,25.05,50.1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5208-FVQKB,0,1,0,70,1,1,0,0,67.95,4756.5,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
7184-LRUUR,0,0,0,22,1,2,0,2,65.25,1435.5,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
6627-CFOSN,0,0,0,59,2,0,1,2,99.45,5867.55,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3982-JGSFD,0,0,0,36,0,2,1,3,20.35,732.6,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1574-DYCWE,0,1,1,51,0,1,0,0,19.95,1017.4499999999999,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
7247-XOZPB,0,1,0,53,1,2,0,2,77.4,4102.200000000001,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2466-FCCPT,0,1,1,20,0,2,0,2,19.7,394.0,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
6211-WWLTF,0,1,0,63,2,1,0,3,99.7,6281.1,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
4826-TZEVA,0,0,0,40,2,0,0,3,74.8,2992.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6016-NXBNJ,0,0,0,35,0,2,1,0,19.15,670.25,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
9138-EFSMO,0,1,1,26,2,2,0,2,78.95,2052.7000000000003,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0576-WNXXC,1,1,0,27,2,0,1,1,95.55,2579.85,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
4632-XJMEX,0,0,1,53,1,2,0,3,62.85,3331.05,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8910-LEDAG,1,1,0,34,2,0,0,3,71.55,2432.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3452-GWUIN,1,1,0,19,2,0,1,1,94.95,1804.05,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2716-GFZOR,0,1,0,43,2,0,1,3,86.1,3702.2999999999997,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3724-UCSHY,0,1,1,6,0,0,0,0,19.55,117.30000000000001,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
8626-XHBIE,0,0,1,56,0,1,1,0,24.8,1388.8,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
4628-CTTLA,0,0,0,57,1,0,1,1,39.3,2240.1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3192-LNKRK,0,1,1,34,2,0,1,0,84.05,2857.7,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
4439-YRNVD,0,0,0,10,1,0,0,1,36.25,362.5,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2876-VBBBL,0,0,0,1,0,0,1,0,20.25,20.25,1,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
6834-NXDCA,0,0,0,13,1,0,1,1,23.9,310.7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2208-UGTGR,0,0,0,56,2,0,0,1,98.6,5521.599999999999,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3005-TYFRD,0,1,0,55,2,0,1,3,103.65,5700.75,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
8670-MEFCP,0,1,1,36,1,1,1,3,92.9,3344.4,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
3079-BCHLN,0,1,0,47,0,2,0,2,19.9,935.3,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
7777-UNYHB,0,1,1,12,0,0,1,3,20.1,241.20000000000002,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
5597-GLBUC,0,0,0,1,2,0,1,1,85.45,85.45,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
7278-CKDNC,1,0,0,24,2,0,1,1,80.5,1932.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2748-MYRVK,0,0,0,63,2,2,0,2,99.9,6293.700000000001,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
8450-UYIBU,1,0,0,35,1,0,1,1,39.85,1394.75,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
2969-VAPYH,0,0,0,67,1,2,0,3,60.5,4053.5,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4822-YCXMX,0,0,0,25,2,0,1,1,84.8,2120.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7181-OQCUT,0,0,0,21,2,0,0,0,103.85,2180.85,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
8474-UMLNT,0,0,0,13,1,0,0,2,67.8,881.4,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
9821-POOTN,0,1,0,35,2,0,1,1,75.2,2632.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3836-FZSDJ,1,1,0,71,0,1,0,2,24.85,1764.3500000000001,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
9142-XMYJH,0,0,0,29,0,0,0,3,19.35,561.1500000000001,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
6559-ILWKJ,0,1,0,71,1,1,0,1,49.35,3503.85,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0187-QSXOE,1,1,0,7,2,0,1,1,89.0,623.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
7733-UDMTP,1,0,0,57,1,0,1,1,55.0,3135.0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
2649-HWLYB,0,1,0,65,1,1,0,2,76.15,4949.75,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
5214-CHIWJ,0,0,0,27,0,2,0,0,20.3,548.1,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
4229-CZMLL,0,0,0,6,2,0,1,1,74.9,449.40000000000003,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6904-JLBGY,1,0,0,72,2,1,1,3,117.35,8449.199999999999,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
2465-BLLEU,0,0,0,1,0,0,1,0,19.75,19.75,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1685-VAYJF,0,0,0,11,1,0,0,3,45.2,497.20000000000005,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8874-EJNSR,0,1,1,39,0,1,0,0,25.2,982.8,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
6917-YACBP,1,0,0,59,2,0,1,1,89.75,5295.25,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5049-MUBWG,0,0,0,26,1,2,0,2,75.0,1950.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
4223-WOZCM,1,0,0,2,1,0,0,0,49.95,99.9,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0769-MURVM,0,1,1,72,1,1,0,2,65.7,4730.400000000001,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
9253-VIFJQ,0,1,0,65,1,2,0,3,67.05,4358.25,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7030-FZTFM,0,1,1,72,2,1,0,3,110.9,7984.8,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
9741-YLNTD,0,0,0,6,2,0,1,2,87.95,527.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
5917-RYRMG,1,0,0,32,0,2,0,3,19.8,633.6,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
5120-ZBLAI,0,1,0,50,1,2,0,2,75.7,3785.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
1194-BHJYC,0,1,0,61,1,1,1,0,62.15,3791.15,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
3663-MITLP,0,0,0,15,2,0,1,1,101.25,1518.75,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
0906-QVPMS,0,1,0,72,2,1,0,2,115.15,8290.800000000001,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
9025-ZRPVR,0,0,0,9,0,0,1,0,18.95,170.54999999999998,1,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1905-OEILC,0,0,0,1,0,0,0,0,19.5,19.5,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
7858-GTZSP,0,0,0,12,2,0,1,1,86.55,1038.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
3285-UCQVC,0,0,0,37,1,0,0,3,28.6,1058.2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6248-BSHKG,0,1,1,61,0,2,0,0,20.4,1244.3999999999999,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
4685-TFLLS,0,1,1,18,0,2,0,2,19.8,356.40000000000003,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
3470-BTGQO,0,0,1,21,1,0,0,0,45.65,958.65,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1209-VFFOC,0,1,1,68,1,1,1,0,56.4,3835.2,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
8224-DWCKX,1,0,0,12,2,0,1,3,73.3,879.5999999999999,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5482-PLVPE,1,0,0,2,1,0,0,1,24.35,48.7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4553-DVPZG,0,1,0,62,2,0,1,1,101.35,6283.7,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
4902-OHLSK,1,0,0,29,2,0,0,1,98.65,2860.8500000000004,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
6917-IAYHD,0,0,1,1,1,0,0,0,33.6,33.6,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0495-ZBNGW,1,1,0,5,2,0,1,2,79.9,399.5,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8620-RJPZN,0,0,0,1,0,0,0,1,20.7,20.7,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
7572-KPVKK,0,0,1,62,2,1,1,1,104.05,6451.099999999999,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
2642-MAWLJ,0,1,1,36,0,1,0,2,20.25,729.0,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2357-COQEK,1,0,0,28,2,0,1,1,103.3,2892.4,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
7103-ZGVNT,0,1,1,69,1,2,0,3,73.7,5085.3,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
3737-GCSPV,0,1,0,11,2,0,1,3,96.2,1058.2,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2027-WKXMW,0,1,0,63,2,0,1,1,108.75,6851.25,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
7137-NAXML,0,0,0,23,0,2,0,2,20.15,463.45,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2428-ZMCTB,0,0,0,10,0,0,0,3,19.75,197.5,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2961-VNFKL,0,1,0,71,0,1,1,3,25.95,1842.45,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1768-HNVGJ,1,0,0,45,1,0,1,1,70.05,3152.25,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
6963-KQYQB,0,1,1,70,0,1,0,0,24.05,1683.5,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
