SeniorCitizen,Partner,Dependents,tenure,InternetService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes
0396-HUJBP,0,0,0,2,0,0,0,0,19.3,38.6,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
8356-WUAOJ,0,1,0,1,1,0,1,1,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5442-BHQNG,0,0,0,2,2,0,0,1,70.35,140.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5655-JSMZM,1,0,0,49,2,0,1,1,96.2,4713.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
7065-YUNRY,0,0,0,1,1,0,1,0,45.3,45.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5161-XEUVX,0,1,0,37,2,1,0,0,94.3,3489.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
9068-FHQHD,0,1,1,40,0,1,0,2,20.15,806.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
8017-LXHFA,1,0,0,23,2,0,1,1,94.75,2179.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0786-IVLAW,1,0,0,66,2,2,0,2,108.1,7134.599999999999,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
6100-QQHEB,0,1,1,17,2,0,1,1,92.55,1573.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2642-DTVCO,1,0,0,9,2,0,1,1,85.05,765.4499999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0147-ESWWR,1,1,0,39,2,0,1,1,101.25,3948.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
2335-GSODA,0,0,1,23,1,1,0,0,40.1,922.3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
9602-WCXPI,0,0,0,50,0,2,0,3,20.15,1007.5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0329-GTIAJ,0,0,0,3,2,0,1,1,97.9,293.70000000000005,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
8241-JUIQO,0,0,0,61,0,2,0,2,19.45,1186.45,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0581-MDMPW,0,0,0,24,2,0,1,3,88.95,2134.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
9314-IJWSQ,0,1,1,14,2,0,1,1,84.8,1187.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8532-UEFWH,0,1,1,52,0,1,0,0,25.75,1339.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
7861-UVUFT,0,1,0,15,2,0,1,1,84.3,1264.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
8383-SGHJU,0,0,0,33,1,2,0,1,59.4,1960.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8755-IWJHN,1,1,0,69,2,0,1,2,95.35,6579.15,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0123-CRBRT,0,1,1,61,1,1,0,0,88.1,5374.099999999999,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
2223-GDSHL,0,1,1,71,2,1,1,2,116.05,8239.55,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
8189-HBVRW,0,0,0,53,2,0,0,1,90.8,4812.4,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8495-PRWFH,1,0,0,42,1,0,0,1,55.65,2337.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6092-QZVPP,0,0,0,36,1,0,1,3,79.2,2851.2000000000003,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
5129-JLPIS,0,0,0,25,2,0,1,1,105.5,2637.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
1614-JBEBI,0,0,0,8,0,0,1,0,20.7,165.6,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0637-YLETY,0,0,0,16,2,0,1,3,95.6,1529.6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0135-NMXAP,0,0,0,12,2,0,1,2,89.75,1077.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
7892-POOKP,0,1,0,28,2,0,1,1,104.8,2934.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
8161-QYMTT,0,0,0,7,2,0,1,1,94.1,658.6999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
3001-CBHLQ,1,1,0,32,2,0,1,1,104.9,3356.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
8945-GRKHX,0,0,1,1,2,0,0,1,78.65,78.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4625-EWPTF,0,0,0,8,1,0,1,1,30.45,243.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1343-EHPYB,0,1,0,63,2,0,1,1,103.4,6514.200000000001,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
0375-HVGXO,0,0,0,1,1,0,1,1,34.7,34.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0330-BGYZE,0,1,0,60,2,2,0,2,102.5,6150.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
5989-PGKJB,0,0,0,16,2,0,1,1,86.25,1380.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8752-GHJFU,1,1,0,71,2,2,1,1,92.0,6532.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
4851-BQDNX,0,1,1,40,2,2,1,1,85.05,3402.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
7240-FQLHE,1,1,0,18,2,0,0,2,99.75,1795.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
6175-IRFIT,0,0,0,5,2,0,0,0,78.75,393.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6538-POCHL,0,0,0,33,2,0,1,3,79.0,2607.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3078-ZKNTS,0,1,1,13,0,1,1,2,19.75,256.75,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
5777-KJIRB,0,0,0,40,1,2,1,0,50.25,2010.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7923-IYJWY,1,0,0,67,2,1,1,3,116.1,7778.7,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
2810-FTLEM,0,0,0,16,1,0,1,1,50.15,802.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1265-HVPZB,0,1,0,59,1,2,0,3,66.4,3917.6,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
9796-BPKIW,1,0,0,8,2,0,1,3,69.95,559.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9178-JHUVJ,0,1,1,24,0,1,1,2,24.1,578.4000000000001,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
4732-RRJZC,0,1,1,7,0,0,0,0,20.25,141.75,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
7010-BRBUU,0,1,1,72,0,1,0,3,24.1,1735.2,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
9688-YGXVR,0,0,0,44,2,0,1,3,88.15,3878.6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
9286-DOJGF,1,1,0,38,2,0,1,2,74.95,2848.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6994-KERXL,0,0,0,4,1,0,1,1,55.9,223.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2181-UAESM,0,0,0,2,1,0,0,1,53.45,106.9,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4312-GVYNH,0,1,0,70,1,1,1,2,49.85,3489.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
2495-KZNFB,0,0,0,33,2,0,1,1,90.65,2991.4500000000003,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4367-NHWMM,0,0,0,1,1,0,1,0,24.9,24.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8898-KASCD,0,0,0,39,1,2,0,0,35.55,1386.4499999999998,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
8016-NCFVO,1,0,0,55,2,0,1,1,116.5,6407.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
4578-PHJYZ,0,1,1,52,1,2,1,1,68.75,3575.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2091-MJTFX,0,1,1,30,1,0,0,3,51.2,1536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
2277-DJJDL,1,1,0,60,2,0,1,1,99.0,5940.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
2511-MORQY,0,1,1,50,1,2,0,2,54.9,2745.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2731-GJRDG,0,0,0,32,2,2,1,2,109.55,3505.6,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
1784-EZDKJ,0,1,0,51,2,2,1,2,106.8,5446.8,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
2468-SJFLM,0,0,0,1,2,0,1,0,74.3,74.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5115-SQAAU,0,1,1,69,0,1,1,2,25.6,1766.4,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
8708-XPXHZ,0,1,1,42,2,0,1,1,94.2,3956.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0601-WZHJF,0,1,0,14,1,0,0,1,46.35,648.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
0463-TXOAK,0,0,1,52,0,1,0,3,25.6,1331.2,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
4683-WYDOU,0,1,0,62,2,1,1,2,107.6,6671.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
1166-PQLGG,0,1,1,72,0,1,0,2,19.55,1407.6,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0963-ZBDRN,0,0,0,32,2,0,1,1,96.2,3078.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
4871-JTKJF,1,0,0,1,2,0,1,1,69.65,69.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7173-TETGO,1,1,0,72,2,1,0,2,78.5,5652.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4193-ORFCL,1,0,0,1,1,0,0,0,45.1,45.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2692-PFYTJ,0,0,0,1,0,0,1,0,25.75,25.75,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2369-UAPKZ,0,0,0,5,2,0,0,0,104.1,520.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
5193-QLVZB,0,0,0,63,2,1,1,2,104.75,6599.25,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
0379-DJQHR,0,1,1,67,1,1,0,3,81.35,5450.45,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
4657-FWVFY,0,1,1,40,2,0,1,3,96.35,3854.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0623-EJQEG,0,0,0,65,2,2,0,1,93.55,6080.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1699-TLDLZ,0,1,1,16,0,1,0,0,19.7,315.2,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
4501-UYKBC,1,0,0,46,1,2,1,3,69.1,3178.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
8158-WPEZG,0,0,0,11,1,0,1,1,35.65,392.15,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
9732-EQMWY,0,1,0,49,2,0,0,1,99.4,4870.6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
1099-BTKWT,0,1,0,68,1,2,1,1,54.4,3699.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
4815-TUMEQ,0,0,0,10,0,2,1,0,19.3,193.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
6407-UTSLV,1,0,0,2,2,0,1,2,83.8,167.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0018-NYROU,0,1,0,5,2,0,1,1,68.95,344.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4632-XJMEX,0,0,1,53,1,2,0,3,62.85,3331.05,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1409-PHXTF,1,1,0,54,2,1,1,1,110.45,5964.3,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
8229-TNIQA,0,0,0,4,1,0,1,0,45.3,181.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0529-ONKER,1,0,0,15,2,0,0,1,75.65,1134.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3675-YDUPJ,0,0,0,10,0,0,1,0,19.85,198.5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
4484-CGXFK,0,0,0,3,1,0,1,1,55.3,165.89999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4443-EMBNA,0,1,0,71,0,1,0,2,24.75,1757.25,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
4280-DLSHD,0,1,0,8,1,0,1,0,54.75,438.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9300-AGZNL,1,0,0,1,2,0,1,1,94.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2789-CZANW,0,1,1,64,2,1,0,2,110.3,7059.2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
8464-EETCQ,0,0,0,57,0,1,0,3,18.8,1071.6,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
7216-EWTRS,1,1,0,1,2,0,1,1,100.8,100.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
4468-KAZHE,1,1,0,20,1,0,1,1,60.0,1200.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8623-ULFNQ,1,0,0,26,1,0,1,1,66.05,1717.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
9317-WZPGV,1,0,0,2,2,0,1,2,79.75,159.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8947-YRTDV,0,1,1,32,2,2,0,0,94.8,3033.6,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1814-DKOLC,0,0,0,5,0,0,0,0,25.45,127.25,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
8071-SBTRN,0,0,0,70,2,1,1,0,111.15,7780.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
4701-MLJPN,0,0,0,31,1,0,1,1,55.25,1712.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1205-WNWPJ,0,0,0,7,1,0,1,0,59.5,416.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
6158-HDPXZ,0,0,0,1,1,0,0,0,25.35,25.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6683-VLCTZ,1,0,0,20,2,0,1,1,98.55,1971.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
3727-OWVYD,0,0,0,35,1,2,0,0,61.2,2142.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0856-NAOES,0,0,0,6,1,0,0,0,60.9,365.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0562-FGDCR,0,1,1,72,1,1,0,0,74.55,5367.599999999999,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0956-SYCWG,0,0,0,13,0,2,0,1,19.65,255.45,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2277-VWCNI,1,0,0,4,1,0,0,0,48.75,195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3498-LZGQZ,0,1,1,63,0,1,1,0,19.15,1206.4499999999998,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
9135-MGVPY,0,1,0,69,1,1,1,0,84.7,5844.3,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
3815-SLMEF,0,0,0,3,1,0,0,0,34.25,102.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4513-CXYIX,1,1,0,71,2,1,1,3,80.7,5729.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8944-AILEF,0,1,0,15,0,0,1,3,19.45,291.75,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1270-XKUCC,0,1,1,30,0,1,0,0,19.7,591.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
6633-SYEUS,0,0,0,23,2,0,0,2,83.2,1913.6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
8075-GXIUB,1,1,0,9,0,2,0,3,19.85,178.65,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
6016-NXBNJ,0,0,0,35,0,2,1,0,19.15,670.25,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
9332-GYWLO,0,1,1,6,1,0,0,1,54.85,329.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3276-HDUEG,0,0,0,1,2,0,1,0,75.05,75.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5884-FBCTL,0,1,1,72,0,1,0,2,25.1,1807.2,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
8999-YPYBV,0,1,1,45,1,1,1,0,84.35,3795.75,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
1522-VVDMG,0,1,1,7,2,0,1,1,89.75,628.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0848-SOMKO,0,0,0,70,1,1,0,2,48.4,3388.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1657-DYMBM,0,1,0,53,0,1,0,3,19.9,1054.6999999999998,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
6923-EFPNL,0,0,0,4,1,0,0,3,51.75,207.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2167-FQSTQ,0,1,0,72,1,1,1,1,92.4,6652.8,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
9286-BHDQG,0,1,1,72,1,1,0,3,45.25,3258.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
7225-CBZPL,1,1,0,17,2,0,1,1,94.8,1611.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5605-IYGFG,0,0,0,7,2,0,1,2,69.85,488.94999999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6861-OKBCE,0,0,1,11,0,0,0,3,20.1,221.1,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
7571-YXDAD,0,0,0,2,2,0,0,3,74.9,149.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0254-FNMCI,0,0,0,72,2,1,1,1,109.9,7912.8,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
8981-FJGLA,0,0,1,11,2,0,1,0,78.0,858.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8414-MYSHR,1,0,0,5,2,0,1,1,91.4,457.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
9274-CNFMO,1,1,0,4,2,0,0,1,74.95,299.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3794-NFNCH,0,1,0,30,1,0,1,0,50.0,1500.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5158-RIVOP,0,1,1,11,0,1,0,3,20.9,229.9,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1100-DDVRV,0,1,0,17,1,0,1,0,49.8,846.5999999999999,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
9522-BNTHX,1,0,0,34,1,0,1,1,56.25,1912.5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
3677-IYRBF,1,0,0,2,1,0,1,1,30.4,60.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7009-PCARS,0,0,1,55,0,2,0,2,19.1,1050.5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
8250-ZNGGW,1,0,0,5,1,0,0,3,59.9,299.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0967-BMLBD,0,1,1,11,0,2,1,0,20.0,220.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
7594-RQHXR,0,0,1,1,2,0,1,1,79.6,79.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8966-SNIZF,0,1,0,70,0,1,0,2,19.45,1361.5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
7235-NXZCP,1,0,0,2,2,0,1,0,74.85,149.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0122-OAHPZ,0,0,0,7,2,0,1,1,73.85,516.9499999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7815-PDTHL,0,0,0,35,0,1,1,0,20.2,707.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
8331-ZXFOE,0,0,0,58,1,2,1,3,71.1,4123.799999999999,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
8901-UPRHR,0,1,1,72,2,1,1,2,109.2,7862.400000000001,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
3563-SVYLG,0,1,1,68,1,1,0,3,62.65,4260.2,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3205-MXZRA,0,0,0,26,1,2,0,3,59.45,1545.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
5392-AKEMH,0,0,0,12,1,0,1,1,45.05,540.5999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8201-AAXCB,0,1,1,25,1,0,0,1,60.35,1508.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6919-ELBGL,1,1,1,72,2,1,1,2,114.95,8276.4,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
