tenure,InternetService,Contract,TotalCharges,OnlineSecurity_No internet service,OnlineBackup_No internet service,DeviceProtection_No internet service,TechSupport_No internet service,StreamingTV_No internet service,StreamingMovies_No internet service,Churn
9209-NWPGU,44,1,2,2877.6000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0
6961-VCPMC,46,2,0,3698.4,0.0,0.0,0.0,0.0,0.0,0.0,1
7306-YDSOI,69,1,1,4122.75,0.0,0.0,0.0,0.0,0.0,0.0,0
5288-AHOUP,11,2,0,863.5,0.0,0.0,0.0,0.0,0.0,0.0,0
6688-UZPWD,11,2,0,1122.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0655-YDGFJ,29,1,0,1419.5500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0
8468-EHYJA,57,2,0,5680.05,0.0,0.0,0.0,0.0,0.0,0.0,0
6823-SIDFQ,28,0,2,511.0,1.0,1.0,1.0,1.0,1.0,1.0,0
1097-FSPVW,42,1,0,2291.1,0.0,0.0,0.0,0.0,0.0,0.0,0
2839-RFSQE,2,0,0,41.3,1.0,1.0,1.0,1.0,1.0,1.0,1
8328-SKJNO,23,1,2,934.9499999999999,0.0,0.0,0.0,0.0,0.0,0.0,0
7010-ZMVBF,18,0,0,368.09999999999997,1.0,1.0,1.0,1.0,1.0,1.0,0
5201-CBWYG,62,0,2,1537.6000000000001,1.0,1.0,1.0,1.0,1.0,1.0,0
0968-GSIKN,1,2,0,70.8,0.0,0.0,0.0,0.0,0.0,0.0,1
1965-DDBWU,16,2,0,1424.8,0.0,0.0,0.0,0.0,0.0,0.0,1
9057-SIHCH,3,2,0,289.79999999999995,0.0,0.0,0.0,0.0,0.0,0.0,1
6352-GIGGQ,67,1,2,5949.599999999999,0.0,0.0,0.0,0.0,0.0,0.0,0
3635-QQRQD,62,0,1,1243.1000000000001,1.0,1.0,1.0,1.0,1.0,1.0,0
6771-XWBDM,57,2,0,5956.5,0.0,0.0,0.0,0.0,0.0,0.0,1
2897-DOVND,2,2,0,139.6,0.0,0.0,0.0,0.0,0.0,0.0,0
3082-YVEKW,23,1,1,1774.45,0.0,0.0,0.0,0.0,0.0,0.0,0
0191-EQUUH,25,1,1,876.2499999999999,0.0,0.0,0.0,0.0,0.0,0.0,0
7134-HBPBS,72,2,1,7783.2,0.0,0.0,0.0,0.0,0.0,0.0,0
3489-HHPFY,2,2,0,168.1,0.0,0.0,0.0,0.0,0.0,0.0,0
2926-JEJJC,8,0,2,161.6,1.0,1.0,1.0,1.0,1.0,1.0,0
8601-QACRS,5,1,0,253.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4950-BDEUX,35,1,0,1722.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5789-LDFXO,24,0,2,590.4000000000001,1.0,1.0,1.0,1.0,1.0,1.0,0
0508-OOLTO,2,2,0,143.3,0.0,0.0,0.0,0.0,0.0,0.0,0
2984-TBYKU,72,2,1,7552.8,0.0,0.0,0.0,0.0,0.0,0.0,0
9822-WMWVG,41,2,0,4366.5,0.0,0.0,0.0,0.0,0.0,0.0,0
2391-SOORI,4,1,0,197.4,0.0,0.0,0.0,0.0,0.0,0.0,1
9040-KZVWO,26,2,2,1963.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2645-QTLMB,7,2,0,659.75,0.0,0.0,0.0,0.0,0.0,0.0,1
4806-HIPDW,1,2,0,68.95,0.0,0.0,0.0,0.0,0.0,0.0,1
1548-ARAGG,4,1,0,234.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6339-RZCBJ,48,1,1,3787.2000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0
4424-TKOPW,2,2,0,187.7,0.0,0.0,0.0,0.0,0.0,0.0,1
4415-WNGVR,12,1,2,950.4000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0
2522-AHJXR,60,2,0,6567.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0412-UCCNP,55,1,1,3256.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1816-FLZDK,1,1,0,29.15,0.0,0.0,0.0,0.0,0.0,0.0,0
7096-UCLNH,1,0,0,20.05,1.0,1.0,1.0,1.0,1.0,1.0,0
8443-ZRDBZ,4,2,0,304.2,0.0,0.0,0.0,0.0,0.0,0.0,1
9136-ALYBR,1,1,0,24.45,0.0,0.0,0.0,0.0,0.0,0.0,1
4615-PIVVU,42,1,1,2793.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8885-QSQBX,1,1,0,49.55,0.0,0.0,0.0,0.0,0.0,0.0,0
7479-NITWS,7,2,0,625.4499999999999,0.0,0.0,0.0,0.0,0.0,0.0,1
8617-ENBDS,3,2,0,220.79999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0
9385-NXKDA,72,1,1,5950.8,0.0,0.0,0.0,0.0,0.0,0.0,0
0430-IHCDJ,15,1,0,735.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2959-MJHIC,4,2,0,321.4,0.0,0.0,0.0,0.0,0.0,0.0,1
6674-KVJHG,11,0,2,277.2,1.0,1.0,1.0,1.0,1.0,1.0,0
1814-DKOLC,5,0,0,127.25,1.0,1.0,1.0,1.0,1.0,1.0,0
4201-JMNGR,1,1,0,55.8,0.0,0.0,0.0,0.0,0.0,0.0,1
9351-HXDMR,72,2,1,7984.8,0.0,0.0,0.0,0.0,0.0,0.0,0
3537-HPKQT,55,2,0,4276.25,0.0,0.0,0.0,0.0,0.0,0.0,0
2129-ALKBS,40,0,0,1048.0,1.0,1.0,1.0,1.0,1.0,1.0,0
5821-MMEIL,57,0,1,1134.3,1.0,1.0,1.0,1.0,1.0,1.0,0
5960-WPXQM,1,2,0,79.05,0.0,0.0,0.0,0.0,0.0,0.0,1
0684-AOSIH,1,2,0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8260-NGFNY,1,1,0,25.2,0.0,0.0,0.0,0.0,0.0,0.0,1
1309-XGFSN,52,1,2,4204.2,0.0,0.0,0.0,0.0,0.0,0.0,0
1866-RZZQS,41,2,0,4034.4,0.0,0.0,0.0,0.0,0.0,0.0,1
6968-URWQU,43,1,2,2423.05,0.0,0.0,0.0,0.0,0.0,0.0,0
4742-TXUEX,47,0,1,907.1,1.0,1.0,1.0,1.0,1.0,1.0,0
9631-XEYKE,3,1,0,151.2,0.0,0.0,0.0,0.0,0.0,0.0,0
8631-NBHFZ,66,1,1,5240.400000000001,0.0,0.0,0.0,0.0,0.0,0.0,1
1335-MXCSE,55,1,1,3038.75,0.0,0.0,0.0,0.0,0.0,0.0,0
8873-TMKGR,29,0,2,553.9000000000001,1.0,1.0,1.0,1.0,1.0,1.0,0
8800-JOOCF,12,2,0,1008.5999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0
1469-LBJQJ,66,2,0,6943.2,0.0,0.0,0.0,0.0,0.0,0.0,0
4958-XCBDQ,35,2,0,3549.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8337-UPOAQ,10,2,0,898.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0064-YIJGF,27,2,0,2045.25,0.0,0.0,0.0,0.0,0.0,0.0,0
2386-OWURY,58,2,0,5527.4,0.0,0.0,0.0,0.0,0.0,0.0,0
1725-IQNIY,54,2,1,5926.5,0.0,0.0,0.0,0.0,0.0,0.0,1
0310-VQXAM,9,0,0,178.65,1.0,1.0,1.0,1.0,1.0,1.0,0
6598-RFFVI,2,0,2,38.6,1.0,1.0,1.0,1.0,1.0,1.0,1
3453-RTHJQ,6,2,0,414.59999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0
6712-OAWRH,26,2,0,2372.5,0.0,0.0,0.0,0.0,0.0,0.0,1
6278-FEPBZ,9,0,0,182.25,1.0,1.0,1.0,1.0,1.0,1.0,0
4280-DLSHD,8,1,0,438.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1508-DFXCU,12,2,0,977.4000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0
8614-VGMMV,15,1,0,736.5,0.0,0.0,0.0,0.0,0.0,0.0,1
7868-BGSZA,43,1,2,3448.6,0.0,0.0,0.0,0.0,0.0,0.0,0
2800-QQUSO,42,2,0,4212.599999999999,0.0,0.0,0.0,0.0,0.0,0.0,0
2930-UOTMB,31,1,0,2022.75,0.0,0.0,0.0,0.0,0.0,0.0,1
7973-DZRKH,66,2,1,6002.7,0.0,0.0,0.0,0.0,0.0,0.0,0
5914-DVBWJ,18,2,0,1538.1000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1
7698-YFGEZ,1,0,0,20.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2533-QVMSK,61,2,1,5740.099999999999,0.0,0.0,0.0,0.0,0.0,0.0,1
9773-PEQBZ,10,2,0,798.5,0.0,0.0,0.0,0.0,0.0,0.0,0
8644-XLFBW,1,2,0,71.65,0.0,0.0,0.0,0.0,0.0,0.0,1
0650-BWOZN,18,2,0,1323.8999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0
8625-AZYZY,24,2,0,2511.6000000000004,0.0,0.0,0.0,0.0,0.0,0.0,1
7785-RDVIG,3,0,0,57.900000000000006,1.0,1.0,1.0,1.0,1.0,1.0,0
9602-WCXPI,50,0,2,1007.4999999999999,1.0,1.0,1.0,1.0,1.0,1.0,0
2903-YYTBW,1,1,0,44.55,0.0,0.0,0.0,0.0,0.0,0.0,0
3620-MWJNE,2,1,0,108.9,0.0,0.0,0.0,0.0,0.0,0.0,0
8573-JGCZW,17,0,2,334.04999999999995,1.0,1.0,1.0,1.0,1.0,1.0,0
6837-HAEVO,69,2,1,7245.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6701-YVNQG,72,1,1,6386.400000000001,0.0,0.0,0.0,0.0,0.0,0.0,0
9306-CPCBC,3,2,0,222.75,0.0,0.0,0.0,0.0,0.0,0.0,1
4304-XUMGI,50,1,1,3757.5000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0
9504-YAZWB,53,0,1,1073.25,1.0,1.0,1.0,1.0,1.0,1.0,0
8819-ZBYNA,58,2,1,6327.799999999999,0.0,0.0,0.0,0.0,0.0,0.0,0
6174-NRBTZ,46,1,2,1414.5,0.0,0.0,0.0,0.0,0.0,0.0,0
9481-IEBZY,72,2,0,8128.8,0.0,0.0,0.0,0.0,0.0,0.0,0
1833-VGRUM,1,2,0,74.2,0.0,0.0,0.0,0.0,0.0,0.0,1
6137-NICCO,6,2,0,564.3,0.0,0.0,0.0,0.0,0.0,0.0,0
9065-ZCPQX,72,1,1,5677.2,0.0,0.0,0.0,0.0,0.0,0.0,0
6402-EJMWF,4,1,0,221.2,0.0,0.0,0.0,0.0,0.0,0.0,0
3620-EHIMZ,52,0,1,1006.2,1.0,1.0,1.0,1.0,1.0,1.0,0
3213-VVOLG,0,0,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
6870-ECSHE,2,0,2,40.9,1.0,1.0,1.0,1.0,1.0,1.0,0
8747-UDCOI,65,0,1,1257.75,1.0,1.0,1.0,1.0,1.0,1.0,0
8374-XGEJJ,43,2,0,4343.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2656-TABEH,4,2,0,400.8,0.0,0.0,0.0,0.0,0.0,0.0,1
6946-LMSQS,25,2,2,2226.25,0.0,0.0,0.0,0.0,0.0,0.0,1
4626-OZDTJ,51,1,2,4011.15,0.0,0.0,0.0,0.0,0.0,0.0,0
9169-BSVIN,12,1,0,897.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2325-ZUSFD,57,1,2,3995.7,0.0,0.0,0.0,0.0,0.0,0.0,1
8194-PEEBY,24,0,2,477.59999999999997,1.0,1.0,1.0,1.0,1.0,1.0,0
6872-HXFNF,64,1,2,3734.4,0.0,0.0,0.0,0.0,0.0,0.0,0
3932-CMDTD,4,2,2,422.6,0.0,0.0,0.0,0.0,0.0,0.0,1
7714-YXSMB,26,2,0,2613.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8387-UGUSU,15,0,0,300.75,1.0,1.0,1.0,1.0,1.0,1.0,0
1080-BWSYE,64,0,1,1641.6,1.0,1.0,1.0,1.0,1.0,1.0,0
4039-HEUNW,36,2,0,3474.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1194-HVAIF,27,2,0,2565.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0812-WUPTB,1,2,0,70.85,0.0,0.0,0.0,0.0,0.0,0.0,1
3594-UVONA,35,1,2,3008.25,0.0,0.0,0.0,0.0,0.0,0.0,1
0004-TLHLJ,4,2,0,295.6,0.0,0.0,0.0,0.0,0.0,0.0,1
1767-TGTKO,8,1,0,363.6,0.0,0.0,0.0,0.0,0.0,0.0,0
8439-LTUGF,10,0,0,200.0,1.0,1.0,1.0,1.0,1.0,1.0,0
8805-JNRAZ,2,1,0,98.4,0.0,0.0,0.0,0.0,0.0,0.0,0
5089-IFSDP,58,2,1,6348.1,0.0,0.0,0.0,0.0,0.0,0.0,1
6418-HNFED,51,1,1,4245.75,0.0,0.0,0.0,0.0,0.0,0.0,0
0206-OYVOC,46,0,1,885.5,1.0,1.0,1.0,1.0,1.0,1.0,0
7291-CDTMJ,1,0,0,19.65,1.0,1.0,1.0,1.0,1.0,1.0,0
7128-GGCNO,46,2,0,3348.7999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0
0237-YFUTL,50,2,0,5482.5,0.0,0.0,0.0,0.0,0.0,0.0,0
7691-KGKGP,53,1,0,3445.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6710-HSJRD,61,2,0,6960.099999999999,0.0,0.0,0.0,0.0,0.0,0.0,0
3675-EQOZA,5,0,0,103.25,1.0,1.0,1.0,1.0,1.0,1.0,0
0840-DCNZE,47,1,2,4086.65,0.0,0.0,0.0,0.0,0.0,0.0,0
1732-FEKLD,54,2,2,5116.5,0.0,0.0,0.0,0.0,0.0,0.0,0
9862-KJTYK,19,1,0,481.65000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0
0479-HMSWA,26,2,1,2741.7000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0
5854-KSRBJ,70,0,1,1778.0,1.0,1.0,1.0,1.0,1.0,1.0,0
0365-BZUWY,17,2,0,1743.35,0.0,0.0,0.0,0.0,0.0,0.0,0
4817-VYYWS,30,2,0,3006.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5701-SVCWR,1,0,0,24.0,1.0,1.0,1.0,1.0,1.0,1.0,0
3129-AAQOU,19,0,1,486.40000000000003,1.0,1.0,1.0,1.0,1.0,1.0,0
4922-CVPDX,26,1,1,1911.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1396-QWFBJ,21,2,0,1555.05,0.0,0.0,0.0,0.0,0.0,0.0,1
1357-BIJKI,50,2,2,4912.5,0.0,0.0,0.0,0.0,0.0,0.0,0
1099-BTKWT,68,1,2,3699.2,0.0,0.0,0.0,0.0,0.0,0.0,0
5299-SJCZT,3,2,0,304.65,0.0,0.0,0.0,0.0,0.0,0.0,1
2018-PZKMU,9,2,0,927.9,0.0,0.0,0.0,0.0,0.0,0.0,0
7340-KEFQE,51,1,1,1744.2,0.0,0.0,0.0,0.0,0.0,0.0,0
4570-QHXHL,9,1,0,393.75,0.0,0.0,0.0,0.0,0.0,0.0,0
2403-BCASL,41,2,2,4589.95,0.0,0.0,0.0,0.0,0.0,0.0,1
7392-YYPYJ,22,2,0,2214.3,0.0,0.0,0.0,0.0,0.0,0.0,0
2898-LSJGD,21,1,2,1174.95,0.0,0.0,0.0,0.0,0.0,0.0,1
2223-GDSHL,71,2,1,8239.55,0.0,0.0,0.0,0.0,0.0,0.0,0
7359-PTSXY,1,1,0,45.75,0.0,0.0,0.0,0.0,0.0,0.0,1
9470-RTWDV,26,1,2,2132.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2176-OSJUV,71,1,1,4625.650000000001,0.0,0.0,0.0,0.0,0.0,0.0,0
9348-YVOMK,4,1,0,179.2,0.0,0.0,0.0,0.0,0.0,0.0,0
8104-OSKWT,12,2,0,957.5999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0
4521-YEEHE,18,2,0,1599.3,0.0,0.0,0.0,0.0,0.0,0.0,0
4090-KPJIP,3,2,0,224.85000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0
3786-WOVKF,72,2,2,7693.2,0.0,0.0,0.0,0.0,0.0,0.0,0
4503-BDXBD,11,2,0,824.45,0.0,0.0,0.0,0.0,0.0,0.0,1
6086-ESGRL,1,2,0,80.15,0.0,0.0,0.0,0.0,0.0,0.0,1
2592-HODOV,13,0,2,250.9,1.0,1.0,1.0,1.0,1.0,1.0,0
3886-CERTZ,72,2,2,7866.0,0.0,0.0,0.0,0.0,0.0,0.0,1
7995-ZHHNZ,42,1,2,2356.2000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0
3824-RHKVR,17,0,0,334.9,1.0,1.0,1.0,1.0,1.0,1.0,0
5816-SCGFC,7,1,0,359.09999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0
5989-AXPUC,68,2,1,8064.799999999999,0.0,0.0,0.0,0.0,0.0,0.0,0
4979-HPRFL,56,0,1,1352.3999999999999,1.0,1.0,1.0,1.0,1.0,1.0,0
8590-OHDIW,38,0,2,771.4,1.0,1.0,1.0,1.0,1.0,1.0,0
8015-IHCGW,72,2,1,8316.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2332-TODQS,48,0,2,1202.4,1.0,1.0,1.0,1.0,1.0,1.0,0
9278-VZKCD,52,2,0,5673.2,0.0,0.0,0.0,0.0,0.0,0.0,0
8008-OTEZX,35,0,2,687.75,1.0,1.0,1.0,1.0,1.0,1.0,0
2773-OVBPK,67,2,1,7457.099999999999,0.0,0.0,0.0,0.0,0.0,0.0,0
5999-LCXAO,1,1,0,29.9,0.0,0.0,0.0,0.0,0.0,0.0,0
5206-XZZQI,53,2,0,4271.799999999999,0.0,0.0,0.0,0.0,0.0,0.0,0
4803-LBYPN,34,0,0,707.2,1.0,1.0,1.0,1.0,1.0,1.0,0
5759-RCVCB,3,1,0,105.60000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1
6372-RFVNS,1,2,0,78.8,0.0,0.0,0.0,0.0,0.0,0.0,1
2139-FQHLM,19,2,0,1709.05,0.0,0.0,0.0,0.0,0.0,0.0,0
8261-GWDBQ,60,2,1,6963.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1093-YSWCA,11,0,1,215.05,1.0,1.0,1.0,1.0,1.0,1.0,0
8938-UMKPI,47,2,0,5000.8,0.0,0.0,0.0,0.0,0.0,0.0,1
0991-BRRFB,18,1,0,889.1999999999999,0.0,0.0,0.0,0.0,0.0,0.0,1
3882-IYOIJ,60,2,1,6915.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8749-TZYEC,72,0,1,1785.6000000000001,1.0,1.0,1.0,1.0,1.0,1.0,0
1755-FZQEC,39,0,2,776.0999999999999,1.0,1.0,1.0,1.0,1.0,1.0,0
3115-JPJDD,59,2,2,4793.75,0.0,0.0,0.0,0.0,0.0,0.0,0
5600-KTXFM,2,2,0,139.9,0.0,0.0,0.0,0.0,0.0,0.0,0
3871-IKPYH,1,2,0,69.1,0.0,0.0,0.0,0.0,0.0,0.0,1
6319-IEJWJ,20,2,0,1804.0,0.0,0.0,0.0,0.0,0.0,0.0,1
9025-AOMKI,6,2,0,561.3,0.0,0.0,0.0,0.0,0.0,0.0,1
6339-TBELP,71,2,1,6134.400000000001,0.0,0.0,0.0,0.0,0.0,0.0,0
7964-YESJC,24,1,0,1591.1999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0
6173-GOLSU,67,2,0,6341.55,0.0,0.0,0.0,0.0,0.0,0.0,0
5275-SQEIZ,1,2,0,80.85,0.0,0.0,0.0,0.0,0.0,0.0,1
7716-YTYHG,48,2,2,3938.3999999999996,0.0,0.0,0.0,0.0,0.0,0.0,1
9938-ZREHM,37,1,2,2667.7,0.0,0.0,0.0,0.0,0.0,0.0,0
7950-XWOVN,11,1,0,381.70000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0
4390-KYULV,3,0,0,61.650000000000006,1.0,1.0,1.0,1.0,1.0,1.0,1
4647-MUZON,18,2,0,1727.1000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0
9702-AIUJO,50,1,2,2240.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8849-PRIQJ,67,2,2,7329.8,0.0,0.0,0.0,0.0,0.0,0.0,0
8851-RAGOV,25,1,0,1776.25,0.0,0.0,0.0,0.0,0.0,0.0,0
1304-NECVQ,2,2,0,157.1,0.0,0.0,0.0,0.0,0.0,0.0,1
5396-IZEPB,9,0,0,177.29999999999998,1.0,1.0,1.0,1.0,1.0,1.0,0
1729-VLAZJ,10,1,2,402.5,0.0,0.0,0.0,0.0,0.0,0.0,0
8285-ABVLB,70,0,1,1389.5,1.0,1.0,1.0,1.0,1.0,1.0,0
0701-TJSEF,9,1,0,614.25,0.0,0.0,0.0,0.0,0.0,0.0,0
5712-VBOXD,4,0,0,80.6,1.0,1.0,1.0,1.0,1.0,1.0,0
6629-LADHQ,2,1,0,101.9,0.0,0.0,0.0,0.0,0.0,0.0,0
8945-GRKHX,1,2,0,78.65,0.0,0.0,0.0,0.0,0.0,0.0,1
1559-DTODC,19,1,0,477.84999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0
4797-MIWUM,7,0,0,141.75,1.0,1.0,1.0,1.0,1.0,1.0,0
6959-UWKHF,1,1,0,42.9,0.0,0.0,0.0,0.0,0.0,0.0,1
8720-RQSBJ,1,1,0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4537-CIBHB,9,0,2,182.25,1.0,1.0,1.0,1.0,1.0,1.0,0
3815-SLMEF,3,1,0,102.75,0.0,0.0,0.0,0.0,0.0,0.0,1
5154-VEKBL,9,1,0,526.5,0.0,0.0,0.0,0.0,0.0,0.0,1
4324-AHJKS,5,1,0,279.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4355-CVPVS,56,2,2,4978.400000000001,0.0,0.0,0.0,0.0,0.0,0.0,0
4495-LHSSK,18,1,0,1037.7,0.0,0.0,0.0,0.0,0.0,0.0,0
5655-JSMZM,49,2,0,4713.8,0.0,0.0,0.0,0.0,0.0,0.0,1
5915-ANOEI,70,1,1,5540.5,0.0,0.0,0.0,0.0,0.0,0.0,0
9861-PDSZP,72,2,1,7779.599999999999,0.0,0.0,0.0,0.0,0.0,0.0,0
4505-EXZHB,6,2,0,446.40000000000003,0.0,0.0,0.0,0.0,0.0,0.0,1
7225-CBZPL,17,2,0,1611.6,0.0,0.0,0.0,0.0,0.0,0.0,0
6704-UTUKK,29,1,0,1331.1,0.0,0.0,0.0,0.0,0.0,0.0,0
4587-VVTOX,6,2,0,631.8,0.0,0.0,0.0,0.0,0.0,0.0,1
2019-HDCZY,63,2,1,6463.799999999999,0.0,0.0,0.0,0.0,0.0,0.0,0
4652-NNHNY,16,2,0,1181.6,0.0,0.0,0.0,0.0,0.0,0.0,1
8788-DOXSU,59,1,2,3619.65,0.0,0.0,0.0,0.0,0.0,0.0,0
7404-JLKQG,3,1,0,172.64999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0
7421-ZLUPA,8,1,0,234.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8972-HJWNV,7,2,0,591.85,0.0,0.0,0.0,0.0,0.0,0.0,1
3274-NSDWE,68,0,1,1332.8000000000002,1.0,1.0,1.0,1.0,1.0,1.0,0
2632-IVXVF,68,2,1,7599.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3692-JHONH,52,2,2,5538.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8915-NNTRC,72,2,1,7754.400000000001,0.0,0.0,0.0,0.0,0.0,0.0,0
5914-GXMDA,32,0,2,617.6,1.0,1.0,1.0,1.0,1.0,1.0,0
7463-IFMQU,72,0,1,1443.6000000000001,1.0,1.0,1.0,1.0,1.0,1.0,0
2920-RNCEZ,1,2,0,69.95,0.0,0.0,0.0,0.0,0.0,0.0,0
2541-YGPKE,42,1,2,2675.4,0.0,0.0,0.0,0.0,0.0,0.0,0
8515-OCTJS,25,0,1,618.75,1.0,1.0,1.0,1.0,1.0,1.0,1
5382-TEMLV,45,1,0,2290.5,0.0,0.0,0.0,0.0,0.0,0.0,0
3441-CGZJH,43,1,2,2597.2,0.0,0.0,0.0,0.0,0.0,0.0,0
9592-ERDKV,37,1,2,2932.25,0.0,0.0,0.0,0.0,0.0,0.0,0
2860-RANUS,20,2,0,1716.0,0.0,0.0,0.0,0.0,0.0,0.0,1
5261-QSHQM,4,1,0,97.8,0.0,0.0,0.0,0.0,0.0,0.0,1
4778-IZARL,63,2,1,6936.299999999999,0.0,0.0,0.0,0.0,0.0,0.0,0
0432-CAJZV,3,2,0,272.1,0.0,0.0,0.0,0.0,0.0,0.0,0
7008-LZVOZ,66,0,1,1669.8,1.0,1.0,1.0,1.0,1.0,1.0,0
8868-WOZGU,28,2,0,2959.6,0.0,0.0,0.0,0.0,0.0,0.0,1
1200-TUZHR,8,2,0,681.6,0.0,0.0,0.0,0.0,0.0,0.0,0
9365-CSLBQ,71,0,1,1728.8500000000001,1.0,1.0,1.0,1.0,1.0,1.0,0
1334-FJSVR,1,1,0,24.25,0.0,0.0,0.0,0.0,0.0,0.0,1
5884-FBCTL,72,0,1,1807.2,1.0,1.0,1.0,1.0,1.0,1.0,0
7130-CTCUS,16,1,0,872.8,0.0,0.0,0.0,0.0,0.0,0.0,0
6242-FEGFD,66,2,1,6375.599999999999,0.0,0.0,0.0,0.0,0.0,0.0,0
7625-XCQRH,11,2,0,841.5,0.0,0.0,0.0,0.0,0.0,0.0,1
6194-HBGQN,51,1,2,4138.650000000001,0.0,0.0,0.0,0.0,0.0,0.0,0
7634-WSWDB,8,1,0,308.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6986-IXNDM,14,2,0,1300.6000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0
1731-TVIUK,4,2,0,374.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2987-BJXIK,70,1,1,5929.0,0.0,0.0,0.0,0.0,0.0,0.0,0
9769-TSBZE,70,1,1,4620.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0406-BPDVR,54,2,2,5481.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0618-XWMSS,28,2,0,2097.2000000000003,0.0,0.0,0.0,0.0,0.0,0.0,1
1395-WSWXR,24,0,1,498.0,1.0,1.0,1.0,1.0,1.0,1.0,0
6023-GSSXW,69,1,1,4240.05,0.0,0.0,0.0,0.0,0.0,0.0,0
6752-APNJL,42,1,0,2289.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5276-KQWHG,2,2,0,139.2,0.0,0.0,0.0,0.0,0.0,0.0,1
0420-HLGXF,39,2,0,3890.25,0.0,0.0,0.0,0.0,0.0,0.0,0
7446-KQISO,45,2,1,4938.75,0.0,0.0,0.0,0.0,0.0,0.0,0
9823-EALYC,72,1,1,5821.2,0.0,0.0,0.0,0.0,0.0,0.0,0
0582-AVCLN,38,0,1,771.4,1.0,1.0,1.0,1.0,1.0,1.0,0
5803-NQJZO,72,1,1,4881.599999999999,0.0,0.0,0.0,0.0,0.0,0.0,0
2565-JSLRY,1,0,0,24.05,1.0,1.0,1.0,1.0,1.0,1.0,1
2607-DHDAK,72,0,1,1425.6000000000001,1.0,1.0,1.0,1.0,1.0,1.0,0
1073-XXCZD,55,0,1,1413.5,1.0,1.0,1.0,1.0,1.0,1.0,0
0743-HRVFF,51,1,2,2863.65,0.0,0.0,0.0,0.0,0.0,0.0,0
4006-HKYHO,63,1,1,5462.1,0.0,0.0,0.0,0.0,0.0,0.0,0
